name, url, language, country
mainichi, https://mainichi.jp/rss/etc/english_latest.rss, en-US, Japan
LewRockwell, http://www.lewrockwell.com/feed/, en-US, USA
Campaign for Liberty, https://campaignforliberty.org/feed/, en-US, USA
National Vanguard, https://nationalvanguard.org/feed/, en-US, USA
Vanguard News Network, http://www.vanguardnewsnetwork.com/feed/, en-US, USA
Courageous Discourse™ with Dr. Peter McCullough & John Leake, https://petermcculloughmd.substack.com/feed, en-US, USA
DER SPIEGEL - International, https://www.spiegel.de/international/index.rss, en-US, Germany
nobulart - Exploring the Great Reset, https://nobulart.com/feed/, en-US, USA
Jerm Warfare, https://jermwarfare.com/feed, en-US, USA
Daily Stormer, https://dailystormer.in/feed/, en-US, USA
Associated Press News, https://apnews.com/index.rss, en-US, USA
